Destination Code,Destination Name,ex_for_type
DES08601,KATIHAR (Frm Kishanganj) DHAMDAHA,FOR
DES08602,KATIHAR (Frm Kishanganj) FALKA,FOR
DES08603,KATIHAR (Frm Kishanganj) GERABARI,FOR
DES08604,KATIHAR (Frm Kishanganj) HASANGANJ,FOR
DES08605,KATIHAR (Frm Kishanganj) KADWA,FOR
DES08606,KATIHAR (Frm Kishanganj) KASBA,FOR
DES08607,KATIHAR (Frm Kishanganj) KATIHAR LOCAL,FOR
DES08608,KATIHAR (Frm Kishanganj) KORHA,FOR
DES08609,KATIHAR (Frm Kishanganj) KUMHARI,FOR
DES08610,KATIHAR (Frm Kishanganj) LABHA,FOR
DES08611,KATIHAR (Frm Kishanganj) MANSAHI,FOR
DES08612,KATIHAR (Frm Kishanganj) PRANPUR,FOR
DES08613,KATIHAR (Frm Kishanganj) PURNEA,FOR
DES08614,KATIHAR (Frm Kishanganj) RUPOULI,FOR
DES08615,KATIHAR (Frm Kishanganj) SALMARI,FOR
DES08616,KATIHAR (Frm Kishanganj) SARSI,FOR
DES08617,KATIHAR (Frm Kishanganj) SEMAPUR,FOR
DES08618,KATIHAR (Frm Kishanganj) SONAILI,FOR
DES08619,KATJURIDANGA,FOR
DES08620,KATLAMARI(EX- BERHAMPORE),EX
DES08621,KATLAMARI(EX RAGHUNATHGANJ),EX
DES08622,KATLICHERRA,FOR
DES08623,KATRISARAI ,FOR
DES08624,Katwa,FOR
DES08625,KAURI POTHAR,FOR
DES08626,KAWAKOL ,FOR
DES08627,KAWLKULH (Frm Aiz),FOR
DES08628,KAWNPUI ,FOR
DES08629,KAWNPUI (Frm Aiz),FOR
DES08630,Kayakuchi,FOR
DES08631,KAYSTAGRAM,FOR
DES08632,KAZIGAON,FOR
DES08633,KAZIPADA,FOR
DES08634,KEIFANG (Frm Aiz),FOR
DES08635,KENDA,FOR
DES08636,KENDRA  ,FOR
DES08637,KENDRA GRAM,FOR
DES08638,Kenduguri,FOR
DES08639,KENDUKONA,FOR
DES08640,Kenjakura,FOR
DES08641,KESHAPAT (MECHOGRAM),FOR
DES08642,KESHIAKOL,FOR
DES08643,KESHIARY,FOR
DES08644,KESTOMATI VIA MANKORA(EX- BERHAMPORE),EX
DES08645,KESTOMATI VIA MANKORA(EX RAGHUNATHGANJ),EX
DES08646,KETUGRAM,FOR
DES08647,KHAIRAMARI(EX- BERHAMPORE),EX
DES08648,KHAIRAMARI(EX RAGHUNATHGANJ),EX
DES08649,KHAIRBARI (SHIP),FOR
DES08650,Khajurdaha,FOR
DES08651,KHAKURDA(BELDA),FOR
DES08652,KHALISABHITA (LA),FOR
DES08653,Khamargachi,FOR
DES08654,KHAMARPARA(EX- BERHAMPORE),EX
DES08655,KHAMARPARA(EX RAGHUNATHGANJ),EX
DES08656,Khanakul  ,FOR
DES08657,Khanan,FOR
DES08658,Khandaghosh  ,FOR
DES08659,KHANDBARI ,FOR
DES08660,Khanpur  ,FOR
DES08661,KHAR GRAM(EX- BERHAMPORE),EX
DES08662,KHAR GRAM(EX RAGHUNATHGANJ),EX
DES08663,Kharba (Ex Malda),EX
DES08664,KHARDAH,FOR
DES08665,KHARGULI HILL SIDE,FOR
DES08666,KHARICHALA BAZAR,FOR
DES08667,KHARKHURA (EX GAYA),EX
DES08668,KHARUBERIA,FOR
DES08669,Khatra(BNK),FOR
DES08670,KHAWBUNG (Frm Aiz),FOR
DES08671,KHAWDUNGSEI (Frm Aiz),FOR
DES08672,KHAWLAILUNG (Frm Aiz),FOR
DES08673,KHAWZAWL (Frm Aiz),FOR
DES08674,KHETRI,FOR
DES08675,KHILA,FOR
DES08676,KHIRDIRPUR,FOR
DES08677,Khirgram  ,FOR
DES08678,Khirkundi,FOR
DES08679,KHIRPAI,FOR
DES08680,KHIZERSARAI,FOR
DES08681,KHIZERSARAI EX WARISALIGUNJ,EX
DES08682,KHOLAPOTA,FOR
DES08683,KHONAMUKH,FOR
DES08684,KHONSANG,FOR
DES08685,KHORAR,FOR
DES08686,KHORJONA(EX- BERHAMPORE),EX
DES08687,KHORJONA(EX RAGHUNATHGANJ),EX
DES08688,KHOYRASOLE,FOR
DES08689,KHUDIMORE,FOR
DES08690,KHUJUTIPARA,FOR
DES08691,KHUSIGANJ,FOR
DES08692,KHUZAMA,FOR
DES08693,KIMI,FOR
DES08694,KIRNAHAR,FOR
DES08695,KISHANGANJ FRM KISHANGANJ ARARIA,FOR
DES08696,KISHANGANJ FRM KISHANGANJ BAHADURGANJ,FOR
DES08697,KISHANGANJ FRM KISHANGANJ BARBATTA,FOR
DES08698,KISHANGANJ FRM KISHANGANJ BHARGAMA,FOR
DES08699,KISHANGANJ FRM KISHANGANJ Forbesganj,FOR
DES08700,KISHANGANJ FRM KISHANGANJ JOGBANI,FOR
DES08701,KISHANGANJ FRM KISHANGANJ Kaliaganj(KNE),FOR
DES08702,KISHANGANJ FRM KISHANGANJ KISHANGANJ,FOR
DES08703,KISHANGANJ FRM KISHANGANJ LOHAGARA,FOR
DES08704,KISHANGANJ FRM KISHANGANJ NARPATGANJ,FOR
DES08705,KISHANGANJ FRM KISHANGANJ PATGANA PLASI,FOR
DES08706,KISHANGANJ FRM KISHANGANJ POTHIA,FOR
DES08707,KISHANGANJ FRM KISHANGANJ POWAKHALI,FOR
DES08708,KISHANGANJ FRM KISHANGANJ RANIGANJ,FOR
DES08709,KISHANGANJ FRM KISHANGANJ TERHAGACHI,FOR
DES08710,KISHANGANJ FRM KISHANGANJ THAKURGANJ,FOR
DES08711,KOICHAR,FOR
DES08712,Koilamela,FOR
DES08713,KOKRAJHAR,FOR
DES08714,KOLAGHAT,FOR
DES08715,KOLASIB (Frm Aiz),FOR
DES08716,KOLKATA NO ENTRY,FOR
DES08717,KONA,FOR
DES08718,KOPATI,FOR
DES08719,KORIALI - EX MALDA,EX
DES08720,KORIALI -EX MALDA,EX
DES08721,KORKETA PARA(EX- BERHAMPORE),EX
DES08722,KORKETA PARA(EX RAGHUNATHGANJ),EX
DES08723,KORNOSUBORNO(EX- BERHAMPORE),EX
DES08724,KORNOSUBORNO(EX RAGHUNATHGANJ),EX
DES08725,Korola,FOR
DES08726,Kotalpur,FOR
DES08727,KOTALPUR(EX- BERHAMPORE),EX
DES08728,KOTALPUR(EX RAGHUNATHGANJ),EX
DES08729,KOTAMONI,FOR
DES08730,KOTASUR,FOR
DES08731,KOTSHILA,FOR
DES08732,KOTULPUR(NETAJI MORE,FOR
DES08733,KOYALAJOL,FOR
DES08734,KOYLAPARA,FOR
DES08735,KRISHNA NAGAR,FOR
DES08736,KRISHNANAGAR Ex,EX
DES08737,KRISHNAPUR,FOR
DES08738,KRISTOSAL CHAIPARA (EX- BERHAMPORE),EX
DES08739,KRISTOSAL CHAIPARA (EX RAGHUNATHGANJ),EX
DES08740,Kuchiakol,FOR
DES08741,KUCHILA,FOR
DES08742,Kukurmara,FOR
DES08743,KULGACHI BOTTALA(EX- BERHAMPORE),EX
DES08744,KULGACHI BOTTALA(EX RAGHUNATHGANJ),EX
DES08745,KULHARIA (BGS),FOR
DES08746,KULHATI (CHATRASHAL),FOR
DES08747,KULI(EX- BERHAMPORE),EX
DES08748,KULI(EX RAGHUNATHGANJ),EX
DES08749,Kuliapara,FOR
DES08750,KULPI,FOR
DES08751,KULTI,FOR
DES08752,KUMARGANJ (EX GANGARAMPUR),EX
DES08753,KUMARGANJ- EX MALDA,EX
DES08754,KUMARGAON,FOR
DES08755,KUMARIKATA (MUKALMA),FOR
DES08756,KUMARIKATA (TAMULPUR),FOR
DES08757,KUMARPUR HAT(EX- BERHAMPORE),EX
DES08758,KUMARPUR HAT(EX RAGHUNATHGANJ),EX
DES08759,KUMARPUR(EX- BERHAMPORE),EX
DES08760,KUMARPUR(EX RAGHUNATHGANJ),EX
DES08761,KUMARTULLY,FOR
DES08762,KUMBA,FOR
DES08763,KUMBHIRA (Ex Malda),EX
DES08764,KUMBIRGRAM,FOR
DES08765,KUMEDPUR - EX MALDA,EX
DES08766,KUMRADOHO GHAT (EX- BERHAMPORE),EX
DES08767,KUMRADOHO GHAT (EX RAGHUNATHGANJ),EX
DES08768,KUNOR - EX DUMP,EX
DES08769,kuntighat,FOR
DES08770,KURMITHA,FOR
DES08771,Kurmun  ,FOR
DES08772,Kushida (Ex Malda),EX
DES08773,KUSHMANDI (EX-MALDA),EX
DES08774,KUSHMUNDI (EX GANGARAMPUR),EX
DES08775,KUSTAUR,FOR
DES08776,Kusthal,FOR
DES08777,Kusumgram  ,FOR
DES08778,LABHPUR,FOR
DES08779,LABOK,FOR
DES08780,LADHURKA,FOR
DES08781,LAGDA,FOR
DES08782,LAKE TOWN,FOR
DES08783,LAKHANPUR,FOR
DES08784,LAKHIGANJ,FOR
DES08785,LAKHINAGAR,FOR
DES08786,LAKHIPUR,FOR
DES08787,LAKHIPUR(LA),FOR
DES08788,Lakhipur(WB) (Ex Malda),EX
DES08789,Lakhisagar,FOR
DES08790,LAKHISARAI (Frm DRGP) ABHAYPUR,FOR
DES08791,LAKHISARAI (Frm DRGP) ALIGANJ,FOR
DES08792,LAKHISARAI (Frm DRGP) ASARGANJ,FOR
DES08793,LAKHISARAI (Frm DRGP) BARHAT,FOR
DES08794,LAKHISARAI (Frm DRGP) BATIYA,FOR
DES08795,LAKHISARAI (Frm DRGP) CHANDANPURA,FOR
DES08796,LAKHISARAI (Frm DRGP) DHARAHARA,FOR
DES08797,LAKHISARAI (Frm DRGP) FARDA,FOR
DES08798,LAKHISARAI (Frm DRGP) HALSI,FOR
DES08799,LAKHISARAI (Frm DRGP) HATHIDAH,FOR
DES08800,LAKHISARAI (Frm DRGP) HAVELI KHARAGPUR,FOR
DES08801,LAKHISARAI (Frm DRGP) JAMALPUR,FOR
DES08802,LAKHISARAI (Frm DRGP) KAJRA,FOR
DES08803,LAKHISARAI (Frm DRGP) KALYANPUR,FOR
DES08804,LAKHISARAI (Frm DRGP) KHARAGPUR,FOR
DES08805,LAKHISARAI (Frm DRGP) KHUTHA,FOR
DES08806,LAKHISARAI (Frm DRGP) MAHADEV SIMARIYA,FOR
DES08807,LAKHISARAI (Frm DRGP) MANANPUR,FOR
DES08808,LAKHISARAI (Frm DRGP) MIDNICHOWKI,FOR
DES08809,LAKHISARAI (Frm DRGP) MOKAMA,FOR
DES08810,LAKHISARAI (Frm DRGP) NAWAGARHI,FOR
DES08811,LAKHISARAI (Frm DRGP) PAHARPUR,FOR
DES08812,LAKHISARAI (Frm DRGP) PIRI BARIYARPUR,FOR
DES08813,LAKHISARAI (Frm DRGP) RAMGARH,FOR
DES08814,LAKHISARAI (Frm DRGP) RATANPURA,FOR
DES08815,LAKHISARAI (Frm DRGP) SADAR MUNGER,FOR
DES08816,LAKHISARAI (Frm DRGP) SANGRAMPUR,FOR
DES08817,LAKHISARAI (Frm DRGP) SIKANDARA,FOR
DES08818,LAKHISARAI (Frm DRGP) SURYAGARHA,FOR
DES08819,LAKHISARAI (Frm DRGP) TAHADIYA,FOR
DES08820,LAKHISARAI (Frm DRGP) TARAPUR,FOR
DES08821,LAKHISARAI (Frm DRGP) TETARHAT,FOR
DES08822,LAKHISARAI (Frm DRGP) TETIYABABER,FOR
DES08823,LAKHISARAI (Frm Kishanganj) ABHAYPUR,FOR
DES08824,LAKHISARAI (Frm Kishanganj) ALIGANJ,FOR
DES08825,LAKHISARAI (Frm Kishanganj) ASARGANJ,FOR
DES08826,LAKHISARAI (Frm Kishanganj) BARHAT,FOR
DES08827,LAKHISARAI (Frm Kishanganj) BARHIYA,FOR
DES08828,LAKHISARAI (Frm Kishanganj) BATIYA,FOR
DES08829,LAKHISARAI (Frm Kishanganj) CHAKAI,FOR
DES08830,LAKHISARAI (Frm Kishanganj) CHANDANPURA,FOR
DES08831,LAKHISARAI (Frm Kishanganj) DHARAHARA,FOR
DES08832,LAKHISARAI (Frm Kishanganj) FARDA,FOR
DES08833,LAKHISARAI (Frm Kishanganj) GIDHAUR,FOR
DES08834,LAKHISARAI (Frm Kishanganj) HALSI,FOR
DES08835,LAKHISARAI (Frm Kishanganj) HATHIDAH,FOR
DES08836,LAKHISARAI (Frm Kishanganj) HAVELI KHARAGPUR,FOR
DES08837,LAKHISARAI (Frm Kishanganj) JAMALPUR,FOR
DES08838,LAKHISARAI (Frm Kishanganj) JAMUI,FOR
DES08839,LAKHISARAI (Frm Kishanganj) JHAJHA,FOR
DES08840,LAKHISARAI (Frm Kishanganj) KAJRA,FOR
DES08841,LAKHISARAI (Frm Kishanganj) KALYANPUR,FOR
DES08842,LAKHISARAI (Frm Kishanganj) KHARAGPUR,FOR
DES08843,LAKHISARAI (Frm Kishanganj) KHUTHA,FOR
DES08844,LAKHISARAI (Frm Kishanganj) LAKHISARAI DUMP,EX
DES08845,LAKHISARAI (Frm Kishanganj) LAKHISARAI LOCAL,FOR
DES08846,LAKHISARAI (Frm Kishanganj) LAXMIPUR,FOR
DES08847,LAKHISARAI (Frm Kishanganj) MAHADEV SIMARIYA,FOR
DES08848,LAKHISARAI (Frm Kishanganj) MANANPUR,FOR
DES08849,LAKHISARAI (Frm Kishanganj) MANKATTHA,FOR
DES08850,LAKHISARAI (Frm Kishanganj) MIDNICHOWKI,FOR
DES08851,LAKHISARAI (Frm Kishanganj) MOKAMA,FOR
DES08852,LAKHISARAI (Frm Kishanganj) NAWAGARHI,FOR
DES08853,LAKHISARAI (Frm Kishanganj) RAMGARH,FOR
DES08854,LAKHISARAI (Frm Kishanganj) RATANPURA,FOR
DES08855,LAKHISARAI (Frm Kishanganj) SADAR MUNGER,FOR
DES08856,LAKHISARAI (Frm Kishanganj) SANGRAMPUR,FOR
DES08857,LAKHISARAI (Frm Kishanganj) SATGAMA,FOR
DES08858,LAKHISARAI (Frm Kishanganj) SIKANDARA,FOR
DES08859,LAKHISARAI (Frm Kishanganj) SONO,FOR
DES08860,LAKHISARAI (Frm Kishanganj) SURYAGARHA,FOR
DES08861,LAKHISARAI (Frm Kishanganj) TARAPUR,FOR
DES08862,LAKHISARAI (Frm Kishanganj) TETARHAT,FOR
DES08863,LAKRA,FOR
DES08864,Lakshmanpur,FOR
DES08865,Lakurdi  ,FOR
DES08866,LALAMUK,FOR
DES08867,LALBAGH(EX- BERHAMPORE),EX
DES08868,LALBAGH(EX RAGHUNATHGANJ),EX
DES08869,"LALBAZAR, (jayrambati,bqa)",FOR
DES08870,LALGANG,FOR
DES08871,Lalganj,FOR
DES08872,LALGOLA (Ex BEHRM),EX
DES08873,LALGOLA(EX- BERHAMPORE),EX
DES08874,LALGOLA(EX RAGHUNATHGANJ),EX
DES08875,LALKANDIAR(EX- BERHAMPORE),EX
DES08876,LALKANDIAR(EX RAGHUNATHGANJ),EX
DES08877,LALMATI,FOR
DES08878,LALPANI (JIRIGHAT),FOR
DES08879,LALPUR,FOR
DES08880,LALUK,FOR
DES08881,LANGLA,FOR
DES08882,LASKARBAZAR,FOR
DES08883,LASMIKANTAPUR,FOR
DES08884,LATASIL HILL SIDE,FOR
DES08885,LATU,FOR
DES08886,LAUDOHA,FOR
DES08887,LAUHATI,FOR
DES08888,LAUND ,FOR
DES08889,LAXMI NARAYAN PORE (NATIAL)(EX- BERHAMPORE),EX
DES08890,LAXMI NARAYAN PORE (NATIAL)(EX RAGHUNATHGANJ),EX
DES08891,LEDO,FOR
DES08892,Lego,FOR
DES08893,LEKHI VILLAGE (AP),FOR
DES08894,LELA (LA),FOR
DES08895,Lengti Senga (BY RAIL),FOR
DES08896,LILUAH,FOR
DES08897,LOBON CHOWA(EX- BERHAMPORE),EX
DES08898,LOBON CHOWA(EX RAGHUNATHGANJ),EX
DES08899,LOCHONPORE(EX- BERHAMPORE),EX
DES08900,LOCHONPORE(EX RAGHUNATHGANJ),EX
DES08901,LODHASULI,FOR
DES08902,LOHAPORE(EX- BERHAMPORE),EX
DES08903,LOHAPORE(EX RAGHUNATHGANJ),EX
DES08904,LOHAPUR,FOR
DES08905,Loknath,FOR
DES08906,LOKNATHPUR(EX- BERHAMPORE),EX
DES08907,LOKNATHPUR(EX RAGHUNATHGANJ),EX
DES08908,LOKPUR,FOR
DES08909,LOLABAG (Ex Malda),EX
DES08910,LOLABAG- EX MALDA,EX
DES08911,LONGAI,FOR
DES08912,LONGTLAI (Frm Aiz),FOR
DES08913,LORING THEPI,FOR
DES08914,LOTAKANDI,FOR
DES08915,LOWARPUIA,FOR
DES08916,LUNGLEI (Frm Aiz),FOR
DES08917,LUNGSEN (Frm Aiz),FOR
DES08918,M.G. ROAD,FOR
DES08919,MACHATORA,FOR
DES08920,MACHKHOWA,FOR
DES08921,MACHKHOWA (NLP),FOR
DES08922,MADANPUR,FOR
DES08923,Madanpur (MOGRA),FOR
DES08924,Madertari (Jaleswar),FOR
DES08925,MADERTARI (LA),FOR
DES08926,MADHAB NAGAR (Ex Malda),EX
DES08927,MADHAKALI,FOR
DES08928,MADHOPUR ,FOR
DES08929,MADHUKUNDA,FOR
DES08930,MADHUPUR (AGT) (Frm Jrnya),FOR
DES08931,MADHUPUR (EX RAGHUNATHGANJ),EX
DES08932,MADHUPUR (LALGOLA)(EX- BERHAMPORE),EX
DES08933,MADHUPUR(EX- BERHAMPORE),EX
DES08934,MADHYAMGRAM,FOR
DES08935,Madhyamgram (BDWN)  ,FOR
DES08936,MADPUR,FOR
DES08937,Mahadipur (Ex Malda),EX
DES08938,MAHALANDI COLONY(EX- BERHAMPORE),EX
DES08939,MAHALANDI COLONY(EX RAGHUNATHGANJ),EX
DES08940,MAHANANDA PALLI (Ex Malda),EX
DES08941,Mahanandatola (Ex Malda),EX
DES08942,Maharajnagar (Ex Malda),EX
DES08943,MAHATO MARA,FOR
DES08944,MAHENDRAGANJ,FOR
DES08945,MAHIPAL (EX GANGARAMPUR),EX
DES08946,MAHISADAL,FOR
DES08947,MAHISBATHAN,FOR
DES08948,Mahnar,FOR
DES08949,Mahua,FOR
DES08950,MAILOO BAZAR (NGN),FOR
DES08951,MAJDIA (LA),FOR
DES08952,MAJHERGRAM,FOR
DES08953,MAJHPARA (DOMKOL)(EX- BERHAMPORE),EX
DES08954,MAJHPARA (EX RAGHUNATHGANJ),EX
DES08955,Majigram,FOR
DES08956,MAJIKUCHI (TEZ),FOR
DES08957,MAKAI BHANGHA,FOR
DES08958,MAKAIYA - EX MALDA,EX
DES08959,MAKAIYA (Ex Malda),EX
DES08960,MAKDUMPUR (Ex Malda),EX
DES08961,Makhibaha (BY RAIL),FOR
DES08962,MAKRAMPUR,FOR
DES08963,MAKREE / DAKURBHITA,FOR
DES08964,MAKRIJHORA,FOR
DES08965,MAKUM,FOR
DES08966,MAKURGRAM,FOR
DES08967,MALAHAR (Ex Malda),EX
DES08968,MALAHAR -EX MALDA,EX
DES08969,MALANCHA,FOR
DES08970,MALAPARA,FOR
DES08971,MALATIPUR (Ex Malda),EX
DES08972,MALDA DUMP,EX
DES08973,Maldanga,FOR
DES08974,MALEGARH (LA),FOR
DES08975,MALIABARI,FOR
DES08976,MALIAN,FOR
DES08977,Maliara,FOR
DES08978,MALIGRAM,FOR
DES08979,MALIPARA,FOR
DES08980,Maliya,FOR
DES08981,MALLICKPUR,FOR
DES08982,MALOA,FOR
DES08983,MALUGRAM,FOR
DES08984,MAMIT (Frm Aiz),FOR
DES08985,MAMRA,FOR
DES08986,Mamudpur,FOR
DES08987,MANBAZAR,FOR
DES08988,MANDAI (AGT) (Frm Jrnya),FOR
DES08989,MANDAKANTA,FOR
DES08990,Mandia,FOR
DES08991,MANDIR BAZAR,FOR
DES08992,Mangalbari (Ex Malda),EX
DES08993,MANGALBARIA (TEZ),FOR
DES08994,MANGALDOI,FOR
DES08995,MANGALPUR,FOR
DES08996,MANGALPUR INDUSTRIAL AREA,FOR
DES08997,MANGLAMARO,FOR
DES08998,Manikchak (Ex Malda),EX
DES08999,MANIKPARA,FOR
DES09000,MANIKPUR,FOR
DES09001,MANIKTOLLA,FOR
DES09002,MANIYARI,FOR
DES09003,MANJHWEY ,FOR
DES09004,MANJHWEY(EX Warisaliganj),EX
DES09005,MANKACHAR DUMP,EX
DES09006,MANKANALI,FOR
DES09007,Mankundu,FOR
DES09008,MANPUR ,FOR
DES09009,MANSIRI,FOR
DES09010,MARGHERITA,FOR
DES09011,MARISDA,FOR
DES09012,MARKULA,FOR
DES09013,MASALPUR,FOR
DES09014,MASAURHI(EX-FATUWA),EX
DES09015,MASLANDPUR,FOR
DES09016,MATGODA,FOR
DES09017,Mathurapur  (Ex Malda),EX
DES09018,MATHURAPUR (Ex Malda),EX
DES09019,MATHURAPUR(MLD),FOR
DES09020,MATIA,FOR
DES09021,MATIA (ASSAM) ,FOR
DES09022,MATIGURI,FOR
DES09023,MAYURESWAR,FOR
DES09024,MAZNA (CONTAI),FOR
DES09025,MAZUMDAR BAZAR,FOR
DES09026,MD BAZAR,FOR
DES09027,MECHEDA,FOR
DES09028,MECHOGRAM (MDNP),FOR
DES09029,MEDHAGHAT (LA),FOR
DES09030,MEDHIRTARI,FOR
DES09031,MEHEDIPUR (EX RAGHUNATHGANJ),EX
DES09032,MEHEDIPUR(EX- BERHAMPORE),EX
DES09033,MEHERPUR,FOR
DES09034,MEHERPUR(MLD) (Ex Malda),EX
DES09035,MEJIA,FOR
DES09036,MEJIA TPS,FOR
DES09037,MEJIA(BNK),FOR
DES09038,MELAGHAR (Frm Jrnya),FOR
DES09039,MELAKADING (NGN) ,FOR
DES09040,Memari,FOR
DES09041,MENDIPATHAR,FOR
DES09042,MENDIPATHAR (ASSAM GATE),FOR
DES09043,METALI,FOR
DES09044,METALI (BNK),FOR
DES09045,Meteli,FOR
DES09046,Milky (Ex Malda),EX
DES09047,MIRGODA,FOR
DES09048,MIRJAPORE / MOJJHOMPORE(EX- BERHAMPORE),EX
DES09049,MIRJAPORE / MOJJHOMPORE(EX RAGHUNATHGANJ),EX
DES09050,MIRJAPUR,FOR
DES09051,MIRJAPUR(EX- BERHAMPORE),EX
DES09052,MIRJAPUR(EX RAGHUNATHGANJ),EX
DES09053,MIRZA,FOR
DES09054,MISIRDIH,FOR
DES09055,MISSAMARI,FOR
DES09056,MITHUPUR (JANGIPUR)(EX- BERHAMPORE),EX
DES09057,MITRAPUR(EX- BERHAMPORE),EX
DES09058,MITRAPUR(EX RAGHUNATHGANJ),EX
DES09059,MODIPUKUR (Ex Malda),EX
DES09060,MODONMOHON,FOR
DES09061,Mogra,FOR
DES09062,Mogra ( Ex MOGRA),EX
DES09063,MOGRAHAT,FOR
DES09064,MOHAL,FOR
DES09065,MOHALONDI (EX RAGHUNATHGANJ),EX
DES09066,MOHALONDI(EX- BERHAMPORE),EX
DES09067,Mohanda,FOR
DES09068,MOHANPUR (AGT) (Frm Jrnya),FOR
DES09069,MOHAR,FOR
DES09070,MOHARIPARA,FOR
DES09071,MOHIPAL(EX- BERHAMPORE),EX
DES09072,MOHIPAL(EX RAGHUNATHGANJ),EX
DES09073,Mohipaulpur,FOR
DES09074,MOHISASHAN,FOR
DES09075,MOHISHILA,FOR
DES09076,MOHLDR PARA(SAMMTINGR)(EX RAGHUNATHGANJ),EX
DES09077,Mohodipur (Ex Malda),EX
DES09078,MOHOLDAR PARA (SAMMATINAGAR)(EX- BERHAMPORE),EX
DES09079,MOHONGUNJ(EX- BERHAMPORE),EX
DES09080,MOHONGUNJ(EX RAGHUNATHGANJ),EX
DES09081,MOHONPUR,FOR
DES09082,MOINAMOTI,FOR
DES09083,MOINBORI (BY RAIL),FOR
DES09084,Mokdampur (Ex Malda),EX
DES09085,MOLANDIGI,FOR
DES09086,MOLLERPUR,FOR
DES09087,MONABARI,FOR
DES09088,MONACHERRA,FOR
DES09089,Mondalgram,FOR
DES09090,MONDERMONI,FOR
DES09091,MONGLAMARO,FOR
DES09092,Mongolkot  ,FOR
DES09093,MONIGRAM(EX- BERHAMPORE),EX
DES09094,MONIGRAM(EX RAGHUNATHGANJ),EX
DES09095,Monteswar,FOR
DES09096,MORANJONA,FOR
DES09097,MOREGRAM (EX RAGHUNATHGANJ),EX
DES09098,MOREGRAM(EX- BERHAMPORE),EX
DES09099,MORISUTI,FOR
DES09100,Mornoi,FOR
DES09101,MOROWA,FOR
DES09102,MOSAGRAM,FOR
DES09103,Mothabari (Ex Malda),EX
DES09104,MOULALI,FOR
DES09105,MOYNA,FOR
DES09106,MOYNA(MLD) (Ex Malda),EX
DES09107,Moynapur,FOR
DES09108,Muchia (Ex Malda),EX
DES09109,MUCHIPARA,FOR
DES09110,MUGBASAN,FOR
DES09111,MUGBERIA,FOR
DES09112,MUGKUCHI,FOR
DES09113,MUKTAPUR(GHY),FOR
DES09114,Muktarpur,FOR
DES09115,Muktikuri,FOR
DES09116,MUKUNDAPUR,FOR
DES09117,MUKUNDAPUR (MDNP),FOR
DES09118,MUKUNDOBAG(EX- BERHAMPORE),EX
DES09119,MUKUNDOBAG(EX RAGHUNATHGANJ),EX
DES09120,MULLAGANJ,FOR
DES09121,MUNDUMARI (JAMNA),FOR
DES09122,MUNSHIRHAT,FOR
DES09123,MURADDI,FOR
DES09124,Muragachi,FOR
DES09125,MURARAI,FOR
DES09126,murliganj(ex saharsa),EX
DES09127,MUZAFFARPUR (Frm Kishanganj) BAJPATTI,FOR
DES09128,MUZAFFARPUR (Frm Kishanganj) BANDRA,FOR
DES09129,MUZAFFARPUR (Frm Kishanganj) BARKA GOWN,FOR
DES09130,MUZAFFARPUR (Frm Kishanganj) BARURAJ,FOR
DES09131,MUZAFFARPUR (Frm Kishanganj) BASBITT,FOR
DES09132,MUZAFFARPUR (Frm Kishanganj) BELSUND,FOR
DES09133,MUZAFFARPUR (Frm Kishanganj) BHUTAHI,FOR
DES09134,MUZAFFARPUR (Frm Kishanganj) BISHUNPUR,FOR
DES09135,MUZAFFARPUR (Frm Kishanganj) DEORIA,FOR
DES09136,MUZAFFARPUR (Frm Kishanganj) DHENG,FOR
DES09137,MUZAFFARPUR (Frm Kishanganj) DUMARA,FOR
DES09138,MUZAFFARPUR (Frm Kishanganj) DUMARI,FOR
DES09139,MUZAFFARPUR (Frm Kishanganj) FULWARIYA,FOR
DES09140,MUZAFFARPUR (Frm Kishanganj) GANJBAZAR,FOR
DES09141,MUZAFFARPUR (Frm Kishanganj) KATAUJHA,FOR
DES09142,MUZAFFARPUR (Frm Kishanganj) KUDHANI,FOR
DES09143,MUZAFFARPUR (Frm Kishanganj) KUMMA,FOR
DES09144,MUZAFFARPUR (Frm Kishanganj) KWAHI,FOR
DES09145,MUZAFFARPUR (Frm Kishanganj) MAJORGUNJ,FOR
DES09146,MUZAFFARPUR (Frm Kishanganj) MARICHA,FOR
DES09147,MUZAFFARPUR (Frm Kishanganj) MEENAPUR,FOR
DES09148,MUZAFFARPUR (Frm Kishanganj) MOTIPUR,FOR
DES09149,MUZAFFARPUR (Frm Kishanganj) MUJAFARPUR FOR,FOR
DES09150,MUZAFFARPUR (Frm Kishanganj) PARIHAR,FOR
DES09151,MUZAFFARPUR (Frm Kishanganj) PARSAUNI,FOR
DES09152,MUZAFFARPUR (Frm Kishanganj) PARWAHA,FOR
DES09153,MUZAFFARPUR (Frm Kishanganj) PILKHI,FOR
DES09154,MUZAFFARPUR (Frm Kishanganj) PIRAUCHA,FOR
DES09155,MUZAFFARPUR (Frm Kishanganj) PUPARI,FOR
DES09156,MUZAFFARPUR (Frm Kishanganj) RIGA,FOR
DES09157,MUZAFFARPUR (Frm Kishanganj) RUNNI SAIDPUR,FOR
DES09158,MUZAFFARPUR (Frm Kishanganj) RUPANPATTI,FOR
DES09159,MUZAFFARPUR (Frm Kishanganj) SAHEBGUNJ,FOR
DES09160,MUZAFFARPUR (Frm Kishanganj) SARFUDDINPUR,FOR
DES09161,MUZAFFARPUR (Frm Kishanganj) SARIYA,FOR
