Destination Code,Destination Name,ex_for_type
DES09162,MUZAFFARPUR (Frm Kishanganj) SHEOHAR,FOR
DES09163,MUZAFFARPUR (Frm Kishanganj) SITAMRHI,FOR
DES09164,MUZAFFARPUR (Frm Kishanganj) SONVERSA,FOR
DES09165,MUZAFFARPUR (Frm Kishanganj) SUJAWAL PUR,FOR
DES09166,MUZAFFARPUR (Frm Kishanganj) SURSAND,FOR
DES09167,MUZAFFARPUR (Frm Kishanganj) SUTIHARA,FOR
DES09168,N.T.P.C. MORE (Ex Malda),EX
DES09169,NABABGANJ (Ex Malda),EX
DES09170,NABADWIP,FOR
DES09171,NABAGRAM(EX- BERHAMPORE),EX
DES09172,NABAGRAM(EX RAGHUNATHGANJ),EX
DES09173,Nabastha  ,FOR
DES09174,NABIPORE(EX- BERHAMPORE),EX
DES09175,NABIPORE(EX RAGHUNATHGANJ),EX
DES09176,NACHINDA,FOR
DES09177,Nadanghat,FOR
DES09178,NAGAON (LA),FOR
DES09179,NAGAR(EX- BERHAMPORE),EX
DES09180,NAGAR(EX RAGHUNATHGANJ),EX
DES09181,NAGARNAUSA ,FOR
DES09182,NAGARUKHRA,FOR
DES09183,NAGATILA,FOR
DES09184,NAGRAJAL (EX- BERHAMPORE),EX
DES09185,NAGRAJAL (EX RAGHUNATHGANJ),EX
DES09186,NAGRAKATA,FOR
DES09187,Nagsankar,FOR
DES09188,NAHARKATIA,FOR
DES09189,NAHARLAGUN DUMP,EX
DES09190,NAIHATI,FOR
DES09191,NAJIRPORE ( REJINAGAR)(EX- BERHAMPORE),EX
DES09192,NAJIRPORE (EX RAGHUNATHGANJ),EX
DES09193,Nakaijuri,FOR
DES09194,Naksha,FOR
DES09195,Nalagola (Ex Malda),EX
DES09196,NALBARI,FOR
DES09197,Naldubi (Ex Malda),EX
DES09198,NALHATI,FOR
DES09199,Nalikul,FOR
DES09200,NAMKHANA,FOR
DES09201,NAMRUP,FOR
DES09202,NANDAKUMAR,FOR
DES09203,NANDIGRAM,FOR
DES09204,NANGALBIBRA,FOR
DES09205,NANOOR,FOR
DES09206,NAOKATA,FOR
DES09207,NARAYAN PUR (Ex Malda),EX
DES09208,NARAYANPUR,FOR
DES09209,NARDI (LA),FOR
DES09210,NARDIGANJ ,FOR
DES09211,Nardiganj (EX Gaya),EX
DES09212,NARENDRAPUR,FOR
DES09213,NARGHAT,FOR
DES09214,NARHAT ,FOR
DES09215,NARKEL BARI(EX- BERHAMPORE),EX
DES09216,NARKEL BARI(EX RAGHUNATHGANJ),EX
DES09217,NARSINGHAPUR(Ex BEHRM),EX
DES09218,NARSINGHAPUR(EX RAGHUNATHGANJ),EX
DES09219,Nasibpur,FOR
DES09220,NASIPUR(EX- BERHAMPORE),EX
DES09221,NASIPUR(EX RAGHUNATHGANJ),EX
DES09222,Natagarh,FOR
DES09223,NATANPUR,FOR
DES09224,NATATALA (LALGOLA)(EX- BERHAMPORE),EX
DES09225,NATATALA (LALGOLA)(EX RAGHUNATHGANJ),EX
DES09226,NATHEIL (Frm Aiz),FOR
DES09227,NATUN BAZAR,FOR
DES09228,NATUNDANGA,FOR
DES09229,NATUNGRAM,FOR
DES09230,NATUNGRAM (EX RAGHUNATHGANJ),EX
DES09231,NATUNGRAM (PURONDOPORE)(EX- BERHAMPORE),EX
DES09232,NATUNGUNJ (EX RAGHUNATHGANJ),EX
DES09233,NATUNGUNJ (RAGHUNATHGUNJ)(EX- B),EX
DES09234,NATUNPARA (BAGDHAR)(EX- BERHAMPORE),EX
DES09235,NATUNPARA (BAGDHAR)(EX RAGHUNATHGANJ),EX
DES09236,NAWADA ,FOR
DES09237,NAYA BAHADARPORE(EX- BERHAMPORE),EX
DES09238,NAYA BAHADARPORE(EX RAGHUNATHGANJ),EX
DES09239,NAYA BAZAR (EX-MALDA),EX
DES09240,NAYABAZAR (EX GANGARAMPUR),EX
DES09241,NAYAGRAM (MIDNAPORE),FOR
DES09242,NAYAGRAM (VASRA),FOR
DES09243,NAYAHAT,FOR
DES09244,NAYAHAT(SHIP),FOR
DES09245,NAYANPUR,FOR
DES09246,NAZIRBAZAR,FOR
DES09247,NAZIRPUR(EX- BERHAMPORE),EX
DES09248,NAZIRPUR(EX RAGHUNATHGANJ),EX
DES09249,Nazirpur(Mld) (Ex Malda),EX
DES09250,NEGUI,FOR
DES09251,NEKURSINI,FOR
DES09252,NEMDARGANJ ,FOR
DES09253,NEPAL GAUNGE,FOR
DES09254,NERADEUL,FOR
DES09255,NETURIA,FOR
DES09256,NEULABITHA (LA),FOR
DES09257,NEW ALIPORE,FOR
DES09258,NEW CHUNGTIA (NLD),FOR
DES09259,NEW EGARA,FOR
DES09260,NEW TOWN,FOR
DES09261,NGOPA (Frm Aiz),FOR
DES09262,NIALLIS PARA(EX- BERHAMPORE),EX
DES09263,NIALLIS PARA(EX RAGHUNATHGANJ),EX
DES09264,Nibhujibazar,FOR
DES09265,Nigon  ,FOR
DES09266,NIKASHI,FOR
DES09267,NIKASHIBAZAR,FOR
DES09268,Nikunjapur,FOR
DES09269,NILAMBAZAR,FOR
DES09270,NILPORE (CONTAI),FOR
DES09271,NIMAISARA (Ex Malda),EX
DES09272,Nimatighat,FOR
DES09273,NIMGRAM BELORI(EX- BERHAMPORE),EX
DES09274,NIMGRAM BELORI(EX RAGHUNATHGANJ),EX
DES09275,NIMPITH,FOR
DES09276,NIMTA,FOR
DES09277,NIMTALA,FOR
DES09278,NIMTORI,FOR
DES09279,NINETH MILE HILL SIDE,FOR
DES09280,NINGHA,FOR
DES09281,NIRMALI (EX-SAHARSHA),EX
DES09282,NISCHALGANJ ,FOR
DES09283,NISCHINTAPUR(EX- BERHAMPORE),EX
DES09284,NISCHINTAPUR(EX RAGHUNATHGANJ),EX
DES09285,NISHIGANJ(SLG),FOR
DES09286,NITYA BAZAR,FOR
DES09287,NITYANAND,FOR
DES09288,NIVIA,FOR
DES09289,Niyala,FOR
DES09290,NOAPARA(EAST),FOR
DES09291,NODIHA,FOR
DES09292,NONEY,FOR
DES09293,NOORSARAI ,FOR
DES09294,NORTH GUWAHATI,FOR
DES09295,NORTH LAKHIMPUR,FOR
DES09296,NOTIAL(EX- BERHAMPORE),EX
DES09297,NOTIAL(EX RAGHUNATHGANJ),EX
DES09298,NOWBOICHA,FOR
DES09299,NTPC(EX- BERHAMPORE),EX
DES09300,NTPC(EX RAGHUNATHGANJ),EX
DES09301,NUNGI,FOR
DES09302,NUTANCHATI,FOR
DES09303,NUTANGANJ,FOR
DES09304,NUTANPUKUR,FOR
DES09305,Nutunhat,FOR
DES09306,ODALBARI(SLG),FOR
DES09307,OKRENG,FOR
DES09308,OLA,FOR
DES09309,OLD 18 MILE (Ex Malda),EX
DES09310,Onda,FOR
DES09311,Orgram  ,FOR
DES09312,OSMANPUR(EX- BERHAMPORE),EX
DES09313,OSMANPUR(EX RAGHUNATHGANJ),EX
DES09314,P.D.C.L(EX- BERHAMPORE),EX
DES09315,P.D.C.L(EX RAGHUNATHGANJ),EX
DES09316,P.MORE,FOR
DES09317,PABHERI MORE,FOR
DES09318,PABHOI,FOR
DES09319,PABRA MORE,FOR
DES09320,Pabramore,FOR
DES09321,PACHENIA,FOR
DES09322,PACHPARA (Ex Malda),EX
DES09323,PADMAUL ,FOR
DES09324,Pahalanpur  ,FOR
DES09325,PAHARPORE(EX- BERHAMPORE),EX
DES09326,PAHARPORE(EX RAGHUNATHGANJ),EX
DES09327,PAHARPUR (EX RAGHUNATHGANJ),EX
DES09328,PAHARPUR (GOAS)(EX- BERHAMPORE),EX
DES09329,PAIKAN,FOR
DES09330,PAIKAR,FOR
DES09331,PAIKARKUCHI,FOR
DES09332,PAIRADANGA,FOR
DES09333,PAKHAMARA,FOR
DES09334,PAKRIBARAWAN ,FOR
DES09335,PAKUA HAT (EX-MALDA),EX
DES09336,PAKUR DIAR HAT(EX- BERHAMPORE),EX
DES09337,PAKUR DIAR HAT(EX RAGHUNATHGANJ),EX
DES09338,PALARA,FOR
DES09339,PALASBARI,FOR
DES09340,PALASHDANGA,FOR
DES09341,Palason,FOR
DES09342,Pallaroad  ,FOR
DES09343,PALONGHAT,FOR
DES09344,Palpara,FOR
DES09345,PALPARA (KSN),FOR
DES09346,Palsit,FOR
DES09347,PANAGARH,FOR
DES09348,PANBARI (DHUBRI),FOR
DES09349,Panchanandapur (Ex Malda),EX
DES09350,PANCHGRAM,FOR
DES09351,PANCHGRAM(EX- BERHAMPORE),EX
DES09352,PANCHGRAM(EX RAGHUNATHGANJ),EX
DES09353,PANCHKURI,FOR
DES09354,PANCHLA,FOR
DES09355,Panchmura,FOR
DES09356,PANCHRA,FOR
DES09357,PANCHRATNA,FOR
DES09358,PANCHRUL (ALAMGIRI),FOR
DES09359,PANCTHUPI(EX- BERHAMPORE),EX
DES09360,PANCTHUPI(EX RAGHUNATHGANJ),EX
DES09361,PANDABESHWAR,FOR
DES09362,Pandua (MOGRA),FOR
DES09363,Pandua(BNK),FOR
DES09364,PANIBHORA,FOR
DES09365,PANIHATI,FOR
DES09366,PANIKHATI,FOR
DES09367,PANIKHETI (HILL SIDE),FOR
DES09368,PANIPARUL,FOR
DES09369,Panitola,FOR
DES09370,PANRUI,FOR
DES09371,PANSKURA (MDNP),FOR
DES09372,PARA,FOR
DES09373,Paraj  ,FOR
DES09374,Parambua,FOR
DES09375,PARBELIYA,FOR
DES09376,PARBOTI DANGA - EX MALDA,EX
DES09377,PARDIA JITPUR(EX- BERHAMPORE),EX
DES09378,PARDIA JITPUR(EX RAGHUNATHGANJ),EX
DES09379,PARLLY,FOR
DES09380,PARNASHREE,FOR
DES09381,PARULIA,FOR
DES09382,PARWALPUR ,FOR
DES09383,PATANDA(EX- BERHAMPORE),EX
DES09384,PATANDA(EX RAGHUNATHGANJ),EX
DES09385,PATASHPUR,FOR
DES09386,PATASPUR,FOR
DES09387,PATELNAGAR,FOR
DES09388,Patepur,FOR
DES09389,Pathacharkuchi,FOR
DES09390,PATHARKANDI,FOR
DES09391,PATHARKHAMA,FOR
DES09392,PATHARMORA,FOR
DES09393,PATHSALA,FOR
DES09394,PATILADAHA,FOR
DES09395,PATIRAM (EX GANGARAMPUR),EX
DES09396,PATKEBARI(EX- BERHAMPORE),EX
DES09397,PATKEBARI(EX RAGHUNATHGANJ),EX
DES09398,PATNA (Frm Kishanganj) ATHMAL GOLA,FOR
DES09399,PATNA (Frm Kishanganj) BAKHTIYARPUR,FOR
DES09400,PATNA (Frm Kishanganj) BARH,FOR
DES09401,PATNA (Frm Kishanganj) BIHTA,FOR
DES09402,PATNA (Frm Kishanganj) BIKRAM,FOR
DES09403,PATNA (Frm Kishanganj) DANAPUR,FOR
DES09404,PATNA (Frm Kishanganj) DANIYAWAN,FOR
DES09405,PATNA (Frm Kishanganj) DIGHA,FOR
DES09406,PATNA (Frm Kishanganj) DULHIN BAZAAR,FOR
DES09407,PATNA (Frm Kishanganj) EKANGARSARAI,FOR
DES09408,PATNA (Frm Kishanganj) FATUWA,FOR
DES09409,PATNA (Frm Kishanganj) HILSA,FOR
DES09410,PATNA (Frm Kishanganj) KHUSRUPUR,FOR
DES09411,PATNA (Frm Kishanganj) MANER,FOR
DES09412,PATNA (Frm Kishanganj) MASAURHI,FOR
DES09413,PATNA (Frm Kishanganj) NAUBATPUR,FOR
DES09414,PATNA (Frm Kishanganj) PABHERI MORE,FOR
DES09415,PATNA (Frm Kishanganj) PALIGANJ,FOR
DES09416,PATNA (Frm Kishanganj) PATNA ,FOR
DES09417,PATNA (Frm Kishanganj) PATNA CITY,FOR
DES09418,PATNA (Frm Kishanganj) PATNA SADAR,FOR
DES09419,PATNA (Frm Kishanganj) PHULWARISHARIF,FOR
DES09420,PATNA (Frm Kishanganj) PUNPUN,FOR
DES09421,PATNA (Frm Kishanganj) SAMPATCHAK,FOR
DES09422,PATNA (Frm Kishanganj) SARARI,FOR
DES09423,PATNA (Frm Kishanganj) SIPARA,FOR
DES09424,PATNA SADAR,FOR
DES09425,PATNABAZAR (MARATOLA),FOR
DES09426,PATRASAAYER,FOR
DES09427,PAUSI (KALINAGAR),FOR
DES09428,PAWAPURI ,FOR
DES09429,PAYKHANA MORE - EX MALDA,EX
DES09430,PEDRO,FOR
DES09431,PETUAGHAT,FOR
DES09432,PHULBARI,FOR
DES09433,PHULLEN (Frm Aiz),FOR
DES09434,Phulpukur,FOR
DES09435,PIARDOBAMORE,FOR
DES09436,PIASBARI (Ex Malda),EX
DES09437,PICHABONI,FOR
DES09438,PILKHANA(EX- BERHAMPORE),EX
DES09439,PILKHANA(EX RAGHUNATHGANJ),EX
DES09440,PINGLA,FOR
DES09441,Piplon,FOR
DES09442,PIPREKHALI(EX- BERHAMPORE),EX
DES09443,PIPREKHALI(EX RAGHUNATHGANJ),EX
DES09444,PIRAKATA,FOR
DES09445,PLASSEY,FOR
DES09446,PLASSEYPARA,FOR
DES09447,Poabagan,FOR
DES09448,Pokhanna,FOR
DES09449,POLARHAT,FOR
DES09450,Polba,FOR
DES09451,POLSONDA(EX- BERHAMPORE),EX
DES09452,POLSONDA(EX RAGHUNATHGANJ),EX
DES09453,PONDITPUR(EX- BERHAMPORE),EX
DES09454,PONDITPUR(EX RAGHUNATHGANJ),EX
DES09455,PONERO MILE (AMTALA)(EX- BERHAMPORE),EX
DES09456,PONERO MILE (EX RAGHUNATHGANJ),EX
DES09457,POPRA (Ex Malda),EX
DES09458,Pora Bazar,FOR
DES09459,POSLA(EX- BERHAMPORE),EX
DES09460,POSLA(EX RAGHUNATHGANJ),EX
DES09461,POSTA,FOR
DES09462,PRANSAGAR (EX GANGARAMPUR),EX
DES09463,PRATAPDIGHI,FOR
DES09464,PRATAPPUR,FOR
DES09465,PREMBAZAR,FOR
DES09466,Puinan,FOR
DES09467,PUJALI,FOR
DES09468,Pukhuria (Ex Malda),EX
DES09469,PUKHURIA (EX-MALDA),EX
DES09470,PUKURAI (JHARGRAM),FOR
DES09471,PULSITA,FOR
DES09472,PUNAWA ,FOR
DES09473,PUNCHA,FOR
DES09474,PUNDAG,FOR
DES09475,PUNDIBARI,FOR
DES09476,PURAKHASIA,FOR
DES09477,PURBASTHALI,FOR
DES09478,PURIYARA,FOR
DES09479,PURNADAPUR,FOR
DES09480,PURONDOPUR(EX- BERHAMPORE),EX
DES09481,PURONDOPUR(EX RAGHUNATHGANJ),EX
DES09482,PURSAGHAT,FOR
DES09483,PURULIA,FOR
DES09484,PURULIA (PURULIA),FOR
DES09485,PURUSATTAMPUR,FOR
DES09486,Puthimari,FOR
DES09487,R.E.C,FOR
DES09488,R.K.NAGAR,FOR
DES09489,RABINDRA SARANI,FOR
DES09490,Radhamadhabpur,FOR
DES09491,RADHAMOHANPUR,FOR
DES09492,RADHAMONI,FOR
DES09493,RADHANAGAR,FOR
DES09494,RADHANAGAR (MDNP),FOR
DES09495,RADHANAGAR GHAT(EX- BERHAMPORE),EX
DES09496,RADHANAGAR GHAT(EX RAGHUNATHGANJ),EX
DES09497,RADHARGHAT (EX- BERHAMPORE),EX
DES09498,RADHARGHAT (EX RAGHUNATHGANJ),EX
DES09499,RAGHOPUR (EX-SAHARSHA),EX
DES09500,RAGHUNATHBARI,FOR
DES09501,RAGHUNATHGUNNJ(EX- BERHAMPORE),EX
DES09502,RAGHUNATHGUNNJ(EX RAGHUNATHGANJ),EX
DES09503,RAGHUNATHPUR,FOR
DES09504,RAGRA,FOR
DES09505,RAHUI ,FOR
DES09506,RAIBANDH,FOR
DES09507,RAIBORI DUMP,EX
DES09508,RAIDHIGI,FOR
DES09509,RAIGANJ - EX DUMP,EX
DES09510,RAIGANJ DUMP,EX
DES09511,RAIGANJ TOWN - EX DUMP,EX
DES09512,Raina,FOR
DES09513,Raipur,FOR
DES09514,Raipur (BNK),FOR
DES09515,RAIPUR(EX- BERHAMPORE),EX
DES09516,RAIPUR(EX RAGHUNATHGANJ),EX
DES09517,RAJABALA,FOR
DES09518,RAJANAGAR (SAGARDIGHI)(EX- BERHAMPORE),EX
DES09519,RAJANAGAR (SAGARDIGHI)(EX RAGHUNATHGANJ),EX
DES09520,Rajarhat (MLD),FOR
DES09521,RAJARHAT (NB),FOR
DES09522,RAJARHAT(COOCH),FOR
DES09523,Rajarhat(MLD) (Ex Malda),EX
DES09524,RAJATILA,FOR
DES09525,RAJAULI ,FOR
DES09526,RAJBALHAT,FOR
DES09527,RAJBANDH,FOR
DES09528,RAJBARI,FOR
DES09529,RAJGANJ,FOR
DES09530,RAJGARH,FOR
DES09531,RAJGIR ,FOR
DES09532,RAJGRAM,FOR
DES09533,RAJGRAM (BANKURA),FOR
DES09534,RAJHATI,FOR
DES09535,RAJMA,FOR
DES09536,RAJMITA (LA),FOR
DES09537,RAJNAGAR,FOR
DES09538,RAJNAGAR (KESHPUR),FOR
DES09539,RAJNAGAR(MLD) (Ex Malda),EX
DES09540,RAJPUR,FOR
DES09541,RAKESH NAGAR,FOR
DES09542,RAKESHNAGAR,FOR
DES09543,RAKHITPUR,FOR
DES09544,RAMAKANTAPORE(EX- BERHAMPORE),EX
DES09545,RAMAKANTAPORE(EX RAGHUNATHGANJ),EX
DES09546,RAMCHANDRAPUR,FOR
DES09547,RAMDIA,FOR
DES09548,RAMDIHA,FOR
DES09549,RAMESHWARPUR,FOR
DES09550,RAMGANGA,FOR
DES09551,RAMJIBANPUR,FOR
DES09552,RAMLAL BAZAR,FOR
DES09553,RAMNAGAR,FOR
DES09554,RAMNAGAR(EX- BERHAMPORE),EX
DES09555,RAMNAGAR(EX RAGHUNATHGANJ),EX
DES09556,RAMNAGAR(MDNP),FOR
DES09557,RAMNATHPUR,FOR
DES09558,RAMPARA (EX RAGHUNATHGANJ),EX
DES09559,RAMPARA (REJINAGAR)(EX- BERHAMPORE),EX
DES09560,RAMPUR( VIJOYNAGAR),FOR
DES09561,RAMPUR(BNK),FOR
DES09562,RAMPURA(EX- BERHAMPORE),EX
DES09563,RAMPURA(EX RAGHUNATHGANJ),EX
DES09564,RAMPURHAT,FOR
DES09565,Ramsagar,FOR
DES09566,RAMTARAKHUT,FOR
DES09567,RANGAMATI,FOR
DES09568,RANGAMATI MASJID (LA),FOR
DES09569,RANGAMATI(BNK),FOR
DES09570,RANGAPARA,FOR
DES09571,RANGIA,FOR
DES09572,RANGMAHAL,FOR
DES09573,RANGPUR,FOR
DES09574,RANGSALI,FOR
DES09575,Rani,FOR
DES09576,RANI BAZAR,FOR
DES09577,RANIBANDH,FOR
DES09578,RANIBAZAR (AGT) (Frm Jrnya),FOR
DES09579,RANICHAK (GHATAL),FOR
DES09580,RANICHAK (HALDIA),FOR
DES09581,RANIGANJ,FOR
DES09582,RANIGANJ (EX GAYA),EX
DES09583,RANIGANJ (LA),FOR
DES09584,RANIGHAT,FOR
DES09585,RANIHATI,FOR
DES09586,RANINAGAR ( NCB),FOR
DES09587,RANINAGAR (SAGARDIGHI)(EX- BERHAMPORE),EX
DES09588,RANINAGAR (SAGARDIGHI)(EX RAGHUNATHGANJ),EX
DES09589,RANINAGAR(EX- BERHAMPORE),EX
DES09590,RANINAGAR(EX RAGHUNATHGANJ),EX
DES09591,RANIPUKHURI (HOJAI) ,FOR
DES09592,RANISAYER,FOR
DES09593,RANISAYER MORE,FOR
DES09594,RANITALA (KULTI),FOR
DES09595,RANITALA(EX- BERHAMPORE),EX
DES09596,RANITALA(EX RAGHUNATHGANJ),EX
DES09597,RANTUA (GOPI),FOR
DES09598,RAOTARA,FOR
DES09599,RASAKHOA - EX DUMP,EX
DES09600,RASKHOYAHAT - EX DUMP,EX
DES09601,Rasulpur,FOR
DES09602,Rasulpur (BNK)  ,FOR
DES09603,RASULPUR (MDNP),FOR
DES09604,RASULPUR(BNK),FOR
DES09605,RATABARI,FOR
DES09606,RATAN PUR GHAT(EX- BERHAMPORE),EX
DES09607,RATAN PUR GHAT(EX RAGHUNATHGANJ),EX
DES09608,Ratanpur,FOR
DES09609,RATANPUR (Ex BEHRM),EX
DES09610,RATANPUR(EX- BERHAMPORE),EX
DES09611,RATANPUR(EX RAGHUNATHGANJ),EX
DES09612,RATHBARI SODHLA PUR (Ex Malda),EX
DES09613,RATI- BATI,FOR
DES09614,RATUA (EX-MALDA),EX
DES09615,RATULIA,FOR
DES09616,RAWPUICHHIP (Frm Aiz),FOR
DES09617,REHABARI (LA),FOR
DES09618,REJINAGAR(EX- BERHAMPORE),EX
DES09619,REJINAGAR(EX RAGHUNATHGANJ),EX
DES09620,RESUBELPARA,FOR
DES09621,REYAPRARA,FOR
DES09622,ROH ,FOR
DES09623,ROHINI,FOR
DES09624,RONGJENG,FOR
DES09625,RONGRA,FOR
DES09626,RONGRAM (TURA),FOR
DES09627,RONOGRAM (EX- BERHAMPORE),EX
DES09628,RONOGRAM (EX RAGHUNATHGANJ),EX
DES09629,RUDRA,FOR
DES09630,RUINAN,FOR
DES09631,RUKUNPUR(EX- BERHAMPORE),EX
DES09632,RUKUNPUR(EX RAGHUNATHGANJ),EX
DES09633,RUPNARAINPUR,FOR
DES09634,RUPOH ,FOR
DES09635,SABANG,FOR
DES09636,SABDANAGAR(EX- BERHAMPORE),EX
DES09637,SABDANAGAR(EX RAGHUNATHGANJ),EX
DES09638,SABRAKONE,FOR
DES09639,SADIKANDIAR(EX- BERHAMPORE),EX
DES09640,SADIKANDIAR(EX RAGHUNATHGANJ),EX
DES09641,SADIKPUR(EX- BERHAMPORE),EX
DES09642,SADIKPUR(EX RAGHUNATHGANJ),EX
DES09643,SAGAHI GT (EX GAYA),EX
DES09644,SAGAR,FOR
DES09645,SAGARBAR,FOR
DES09646,SAGARDIGHI(EX- BERHAMPORE),EX
DES09647,SAGARDIGHI(EX RAGHUNATHGANJ),EX
DES09648,SAGARPARA(Ex BEHRM),EX
DES09649,SAGARPARA(EX- BERHAMPORE),EX
DES09650,SAGARPARA(EX RAGHUNATHGANJ),EX
DES09651,SAGARPUR,FOR
DES09652,SAGOLIA,FOR
DES09653,Sagraimore,FOR
DES09654,SAHABAD,FOR
DES09655,SAHAPUR(MLD) (Ex Malda),EX
DES09656,SAHAPUR-UDP - EX DUMP,EX
DES09657,SAHARSA (Frm Kishanganj) ALAMNAGAR,FOR
DES09658,SAHARSA (Frm Kishanganj) BHAPTIAHI,FOR
DES09659,SAHARSA (Frm Kishanganj) BHIMNAGAR,FOR
DES09660,SAHARSA (Frm Kishanganj) BIHARIGANJ,FOR
DES09661,SAHARSA (Frm Kishanganj) DINAPATI,FOR
DES09662,SAHARSA (Frm Kishanganj) GANDAUL,FOR
DES09663,SAHARSA (Frm Kishanganj) KASNAGAR,FOR
DES09664,SAHARSA (Frm Kishanganj) MADHEPURA,FOR
DES09665,SAHARSA (Frm Kishanganj) MURLIGANJ,FOR
DES09666,SAHARSA (Frm Kishanganj) Nirmali,FOR
DES09667,SAHARSA (Frm Kishanganj) PACHGACHIA,FOR
DES09668,SAHARSA (Frm Kishanganj) PASTPAR,FOR
DES09669,SAHARSA (Frm Kishanganj) Pipra,FOR
DES09670,SAHARSA (Frm Kishanganj) PRATAPGANJ,FOR
DES09671,SAHARSA (Frm Kishanganj) RAGHOPUR,FOR
DES09672,SAHARSA (Frm Kishanganj) SAHARSA,FOR
DES09673,SAHARSA (Frm Kishanganj) SUPAUL,FOR
DES09674,SAHARSA (Frm Kishanganj) TRIBENIGANJ,FOR
DES09675,SAHARSA (Frm Kishanganj) UDAIKISHANGANJ,FOR
DES09676,SAHEB NAGAR(EX- BERHAMPORE),EX
DES09677,SAHOBIGHA ,FOR
DES09678,SAIHA (Frm Aiz),FOR
DES09679,SAIKH DIGHI(EX- BERHAMPORE),EX
DES09680,SAIKH DIGHI(EX RAGHUNATHGANJ),EX
DES09681,SAINTHIA,FOR
DES09682,SAIRANG (Frm Aiz),FOR
DES09683,SAITUAL (Frm Aiz),FOR
DES09684,SAJURMORE(Ex BEHRM),EX
DES09685,SAJURMORE(EX- BERHAMPORE),EX
DES09686,SAJURMORE(EX RAGHUNATHGANJ),EX
DES09687,Saktigarh  ,FOR
DES09688,SAKTIPUR(EX- BERHAMPORE),EX
DES09689,SAKTIPUR(EX RAGHUNATHGANJ),EX
DES09690,Salakati,FOR
DES09691,SALANPUR,FOR
DES09692,SALAR(EX- BERHAMPORE),EX
DES09693,SALAR(EX RAGHUNATHGANJ),EX
DES09694,Salbedia,FOR
DES09695,SALBONI,FOR
DES09696,SALCHAPRA,FOR
DES09697,SALDIHA,FOR
DES09698,SALGANGA,FOR
DES09699,SALKATA,FOR
DES09700,SALKATI PATHAR,FOR
DES09701,SALKIA,FOR
DES09702,SALKOCHA,FOR
DES09703,SALT LAKE,FOR
DES09704,SALTORA,FOR
DES09705,Saltora(BNK),FOR
DES09706,SAMASPURHAT - EX DUMP,EX
DES09707,SAMASTIPUR (Frm Kishanganj) BIRAULI,FOR
DES09708,SAMASTIPUR (Frm Kishanganj) BISHANPUR,FOR
DES09709,SAMASTIPUR (Frm Kishanganj) CHIKNAUTA,FOR
DES09710,SAMASTIPUR (Frm Kishanganj) DALSINGHSARAI,FOR
DES09711,SAMASTIPUR (Frm Kishanganj) DHARMPUR,FOR
DES09712,SAMASTIPUR (Frm Kishanganj) GANGAPUR,FOR
DES09713,SAMASTIPUR (Frm Kishanganj) MALLINAGAR,FOR
DES09714,SAMASTIPUR (Frm Kishanganj) MORWA (SAMASTIPUR),FOR
DES09715,SAMASTIPUR (Frm Kishanganj) MUSRIGHARARI,FOR
DES09716,SAMASTIPUR (Frm Kishanganj) SAIDPUR,FOR
DES09717,SAMASTIPUR (Frm Kishanganj) SAMASTIPUR(LOCAL),FOR
DES09718,SAMASTIPUR (Frm Kishanganj) SINGHIAGHAT,FOR
DES09719,SAMASTIPUR (Frm Kishanganj) TAJPUR (SAMASTIPUR),FOR
DES09720,SAMASTIPUR (Frm Kishanganj) WAINI PUSA,FOR
DES09721,SAMELANGSO,FOR
DES09722,SAMMATINAGAR(EX- BERHAMPORE),EX
DES09723,SAMSI (EX-MALDA),EX
DES09724,Samudragarh,FOR
DES09725,SANBANDHA MORE,FOR
DES09726,SANGKHIGRE,FOR
DES09727,Sankarpur,FOR
DES09728,SANKARPUR(EX- BERHAMPORE),EX
DES09729,SANKARPUR(EX RAGHUNATHGANJ),EX
DES09730,SANKO GHAT(EX- BERHAMPORE),EX
DES09731,SANKO GHAT(EX RAGHUNATHGANJ),EX
DES09732,SANKRAIL (SHL),FOR
DES09733,SANNASIDANGA(EX- BERHAMPORE),EX
DES09734,SANNASIDANGA(EX RAGHUNATHGANJ),EX
DES09735,SANTALDIH,FOR
DES09736,SANTALDIHI,FOR
DES09737,Santasram,FOR
DES09738,SANTIR BAZAR (AGT) (Frm Jrnya),FOR
DES09739,SANTOSHPUR,FOR
DES09740,SAPATGRAM,FOR
DES09741,SAPEKHATI,FOR
DES09742,Sarai,FOR
DES09743,SARAI (Frm Fatuha) BAKSAWAN,FOR
DES09744,SARAI (Frm Fatuha) BALIACHOWK,FOR
DES09745,SARAI (Frm Fatuha) BELSAR,FOR
DES09746,SARAI (Frm Fatuha) BHAGWANPUR (SARAI),FOR
DES09747,SARAI (Frm Fatuha) BIDUPUR,FOR
DES09748,SARAI (Frm Fatuha) CHAKOSAN (SARAI),FOR
DES09749,SARAI (Frm Fatuha) CHERA KALAN,FOR
DES09750,SARAI (Frm Fatuha) DESRI,FOR
DES09751,SARAI (Frm Fatuha) DHAMAUL,FOR
DES09752,SARAI (Frm Fatuha) GARAUL,FOR
DES09753,SARAI (Frm Fatuha) HAJIPUR (SARAI),FOR
DES09754,SARAI (Frm Fatuha) JANDAHA,FOR
DES09755,SARAI (Frm Fatuha) KANHAULI,FOR
DES09756,SARAI (Frm Fatuha) KURNHI,FOR
